epoch,period,update_step,objective_train,train_points,test_euler_residual_mean,test_euler_residual_p50,test_euler_residual_p90,test_lifetime_reward_mean,aggregate_capital_mean,aggregate_capital_std,wall_time_sec,seed,net_size,objective_name,num_agents
1,1,1,-12.215835571289062,1,,,,,,,,42,64,lifetime_reward,1
2,11,2,-11.3178129196167,1,,,,,,,,42,64,lifetime_reward,1
3,21,3,-9.219738006591797,1,,,,,,,,42,64,lifetime_reward,1
4,31,4,-11.35555648803711,1,,,,,,,,42,64,lifetime_reward,1
5,41,5,-13.840137481689453,1,,,,,,,,42,64,lifetime_reward,1
6,51,6,-12.298383712768555,1,,,,,,,,42,64,lifetime_reward,1
7,61,7,-2.954361915588379,1,,,,,,,,42,64,lifetime_reward,1
8,71,8,-6.42403507232666,1,,,,,,,,42,64,lifetime_reward,1
9,81,9,-7.652153968811035,1,,,,,,,,42,64,lifetime_reward,1
10,91,10,-7.394807815551758,1,,,,,,,,42,64,lifetime_reward,1
11,101,11,-7.852959632873535,1,,,,,,,,42,64,lifetime_reward,1
12,111,12,-6.687314987182617,1,,,,,,,,42,64,lifetime_reward,1
13,121,13,-4.378412246704102,1,,,,,,,,42,64,lifetime_reward,1
14,131,14,-9.1951904296875,1,,,,,,,,42,64,lifetime_reward,1
15,141,15,-3.712402820587158,1,,,,,,,,42,64,lifetime_reward,1
16,151,16,-10.728452682495117,1,,,,,,,,42,64,lifetime_reward,1
17,161,17,-11.96691608428955,1,,,,,,,,42,64,lifetime_reward,1
18,171,18,-11.993790626525879,1,,,,,,,,42,64,lifetime_reward,1
19,181,19,-11.624824523925781,1,,,,,,,,42,64,lifetime_reward,1
20,191,20,1.9844932556152344,1,,,,,,,,42,64,lifetime_reward,1
21,201,21,-8.99268913269043,1,,,,,,,,42,64,lifetime_reward,1
22,211,22,-7.5076093673706055,1,,,,,,,,42,64,lifetime_reward,1
23,221,23,-13.526473045349121,1,,,,,,,,42,64,lifetime_reward,1
24,231,24,-13.124178886413574,1,,,,,,,,42,64,lifetime_reward,1
25,241,25,-6.114283084869385,1,,,,,,,,42,64,lifetime_reward,1
26,251,26,-15.404068946838379,1,,,,,,,,42,64,lifetime_reward,1
27,261,27,-17.40578842163086,1,,,,,,,,42,64,lifetime_reward,1
28,271,28,-15.35830307006836,1,,,,,,,,42,64,lifetime_reward,1
29,281,29,2.68473744392395,1,,,,,,,,42,64,lifetime_reward,1
30,291,30,-10.3646821975708,1,,,,,,,,42,64,lifetime_reward,1
31,301,31,-11.996469497680664,1,,,,,,,,42,64,lifetime_reward,1
32,311,32,-9.408770561218262,1,,,,,,,,42,64,lifetime_reward,1
33,321,33,-14.792184829711914,1,,,,,,,,42,64,lifetime_reward,1
34,331,34,-10.12551498413086,1,,,,,,,,42,64,lifetime_reward,1
35,341,35,-14.13288402557373,1,,,,,,,,42,64,lifetime_reward,1
36,351,36,-14.858996391296387,1,,,,,,,,42,64,lifetime_reward,1
37,361,37,-13.950848579406738,1,,,,,,,,42,64,lifetime_reward,1
38,371,38,-13.577919006347656,1,,,,,,,,42,64,lifetime_reward,1
39,381,39,-12.679428100585938,1,,,,,,,,42,64,lifetime_reward,1
40,391,40,-15.434385299682617,1,,,,,,,,42,64,lifetime_reward,1
41,401,41,-13.73970890045166,1,,,,,,,,42,64,lifetime_reward,1
42,411,42,-7.964367389678955,1,,,,,,,,42,64,lifetime_reward,1
43,421,43,-15.126638412475586,1,,,,,,,,42,64,lifetime_reward,1
44,431,44,-15.738458633422852,1,,,,,,,,42,64,lifetime_reward,1
45,441,45,-14.23043155670166,1,,,,,,,,42,64,lifetime_reward,1
46,451,46,-15.845599174499512,1,,,,,,,,42,64,lifetime_reward,1
47,461,47,-9.396831512451172,1,,,,,,,,42,64,lifetime_reward,1
48,471,48,-12.618990898132324,1,,,,,,,,42,64,lifetime_reward,1
49,481,49,-9.537274360656738,1,,,,,,,,42,64,lifetime_reward,1
50,491,50,-12.366333961486816,1,,,,,,,,42,64,lifetime_reward,1
51,501,51,-15.96287727355957,1,,,,,,,,42,64,lifetime_reward,1
52,511,52,-15.449554443359375,1,,,,,,,,42,64,lifetime_reward,1
53,521,53,-11.83031940460205,1,,,,,,,,42,64,lifetime_reward,1
54,531,54,-14.136975288391113,1,,,,,,,,42,64,lifetime_reward,1
55,541,55,-10.206459999084473,1,,,,,,,,42,64,lifetime_reward,1
56,551,56,-3.7913753986358643,1,,,,,,,,42,64,lifetime_reward,1
57,561,57,-5.516042232513428,1,,,,,,,,42,64,lifetime_reward,1
58,571,58,-14.835144996643066,1,,,,,,,,42,64,lifetime_reward,1
59,581,59,-7.038800239562988,1,,,,,,,,42,64,lifetime_reward,1
60,591,60,-11.718111991882324,1,,,,,,,,42,64,lifetime_reward,1
61,601,61,-16.386598587036133,1,,,,,,,,42,64,lifetime_reward,1
62,611,62,-11.069967269897461,1,,,,,,,,42,64,lifetime_reward,1
63,621,63,-15.988065719604492,1,,,,,,,,42,64,lifetime_reward,1
64,631,64,-16.567283630371094,1,,,,,,,,42,64,lifetime_reward,1
65,641,65,-13.266304969787598,1,,,,,,,,42,64,lifetime_reward,1
66,651,66,-15.071870803833008,1,,,,,,,,42,64,lifetime_reward,1
67,661,67,-3.499967098236084,1,,,,,,,,42,64,lifetime_reward,1
68,671,68,-5.478477478027344,1,,,,,,,,42,64,lifetime_reward,1
69,681,69,-12.304265975952148,1,,,,,,,,42,64,lifetime_reward,1
70,691,70,-8.411188125610352,1,,,,,,,,42,64,lifetime_reward,1
