epoch,period,update_step,objective_train,train_points,test_euler_residual_mean,test_euler_residual_p50,test_euler_residual_p90,test_lifetime_reward_mean,aggregate_capital_mean,aggregate_capital_std,wall_time_sec,seed,net_size,objective_name,num_agents
1,1,1,4.464435577392578,1,,,,,,,,42,64,lifetime_reward,1
2,11,2,4.36264705657959,1,,,,,,,,42,64,lifetime_reward,1
3,21,3,4.657077312469482,1,,,,,,,,42,64,lifetime_reward,1
4,31,4,2.5818631649017334,1,,,,,,,,42,64,lifetime_reward,1
5,41,5,-0.395088791847229,1,,,,,,,,42,64,lifetime_reward,1
6,51,6,0.1172400712966919,1,,,,,,,,42,64,lifetime_reward,1
7,61,7,4.80567741394043,1,,,,,,,,42,64,lifetime_reward,1
8,71,8,1.631943941116333,1,,,,,,,,42,64,lifetime_reward,1
9,81,9,-0.15694570541381836,1,,,,,,,,42,64,lifetime_reward,1
10,91,10,-0.7940061688423157,1,,,,,,,,42,64,lifetime_reward,1
11,101,11,-2.09474778175354,1,,,,,,,,42,64,lifetime_reward,1
12,111,12,-2.664325714111328,1,,,,,,,,42,64,lifetime_reward,1
13,121,13,-1.3386611938476562,1,,,,,,,,42,64,lifetime_reward,1
14,131,14,-6.029087066650391,1,,,,,,,,42,64,lifetime_reward,1
15,141,15,-2.1091201305389404,1,,,,,,,,42,64,lifetime_reward,1
16,151,16,-8.406689643859863,1,,,,,,,,42,64,lifetime_reward,1
17,161,17,-10.109285354614258,1,,,,,,,,42,64,lifetime_reward,1
18,171,18,-10.442526817321777,1,,,,,,,,42,64,lifetime_reward,1
19,181,19,-10.549104690551758,1,,,,,,,,42,64,lifetime_reward,1
20,191,20,1.3326473236083984,1,,,,,,,,42,64,lifetime_reward,1
21,201,21,-8.777634620666504,1,,,,,,,,42,64,lifetime_reward,1
22,211,22,-7.428943634033203,1,,,,,,,,42,64,lifetime_reward,1
23,221,23,-13.178970336914062,1,,,,,,,,42,64,lifetime_reward,1
24,231,24,-12.97177505493164,1,,,,,,,,42,64,lifetime_reward,1
25,241,25,-6.16881799697876,1,,,,,,,,42,64,lifetime_reward,1
26,251,26,-15.428086280822754,1,,,,,,,,42,64,lifetime_reward,1
27,261,27,-17.511159896850586,1,,,,,,,,42,64,lifetime_reward,1
28,271,28,-15.528066635131836,1,,,,,,,,42,64,lifetime_reward,1
29,281,29,3.2162537574768066,1,,,,,,,,42,64,lifetime_reward,1
30,291,30,-10.258591651916504,1,,,,,,,,42,64,lifetime_reward,1
31,301,31,-11.905413627624512,1,,,,,,,,42,64,lifetime_reward,1
32,311,32,-9.035022735595703,1,,,,,,,,42,64,lifetime_reward,1
33,321,33,-14.910365104675293,1,,,,,,,,42,64,lifetime_reward,1
34,331,34,-9.850839614868164,1,,,,,,,,42,64,lifetime_reward,1
35,341,35,-14.169301986694336,1,,,,,,,,42,64,lifetime_reward,1
36,351,36,-14.900256156921387,1,,,,,,,,42,64,lifetime_reward,1
37,361,37,-13.889244079589844,1,,,,,,,,42,64,lifetime_reward,1
38,371,38,-13.386768341064453,1,,,,,,,,42,64,lifetime_reward,1
39,381,39,-12.489316940307617,1,,,,,,,,42,64,lifetime_reward,1
40,391,40,-15.350797653198242,1,,,,,,,,42,64,lifetime_reward,1
41,401,41,-13.50179386138916,1,,,,,,,,42,64,lifetime_reward,1
42,411,42,-7.601278781890869,1,,,,,,,,42,64,lifetime_reward,1
43,421,43,-15.064599990844727,1,,,,,,,,42,64,lifetime_reward,1
44,431,44,-15.667293548583984,1,,,,,,,,42,64,lifetime_reward,1
45,441,45,-14.127382278442383,1,,,,,,,,42,64,lifetime_reward,1
46,451,46,-15.833476066589355,1,,,,,,,,42,64,lifetime_reward,1
47,461,47,-9.306137084960938,1,,,,,,,,42,64,lifetime_reward,1
48,471,48,-12.581879615783691,1,,,,,,,,42,64,lifetime_reward,1
49,481,49,-9.514352798461914,1,,,,,,,,42,64,lifetime_reward,1
50,491,50,-12.362095832824707,1,,,,,,,,42,64,lifetime_reward,1
51,501,51,-15.961681365966797,1,,,,,,,,42,64,lifetime_reward,1
52,511,52,-15.45141315460205,1,,,,,,,,42,64,lifetime_reward,1
53,521,53,-11.839020729064941,1,,,,,,,,42,64,lifetime_reward,1
54,531,54,-14.13429069519043,1,,,,,,,,42,64,lifetime_reward,1
55,541,55,-10.223042488098145,1,,,,,,,,42,64,lifetime_reward,1
56,551,56,-3.840468406677246,1,,,,,,,,42,64,lifetime_reward,1
57,561,57,-5.543294906616211,1,,,,,,,,42,64,lifetime_reward,1
58,571,58,-14.818129539489746,1,,,,,,,,42,64,lifetime_reward,1
59,581,59,-7.044793605804443,1,,,,,,,,42,64,lifetime_reward,1
60,591,60,-11.719407081604004,1,,,,,,,,42,64,lifetime_reward,1
61,601,61,-16.388635635375977,1,,,,,,,,42,64,lifetime_reward,1
62,611,62,-11.069442749023438,1,,,,,,,,42,64,lifetime_reward,1
63,621,63,-15.987627029418945,1,,,,,,,,42,64,lifetime_reward,1
64,631,64,-16.55599594116211,1,,,,,,,,42,64,lifetime_reward,1
65,641,65,-13.259928703308105,1,,,,,,,,42,64,lifetime_reward,1
66,651,66,-15.041601181030273,1,,,,,,,,42,64,lifetime_reward,1
67,661,67,-3.5339436531066895,1,,,,,,,,42,64,lifetime_reward,1
68,671,68,-5.516550064086914,1,,,,,,,,42,64,lifetime_reward,1
69,681,69,-12.291435241699219,1,,,,,,,,42,64,lifetime_reward,1
70,691,70,-8.438469886779785,1,,,,,,,,42,64,lifetime_reward,1
71,701,71,-7.639911651611328,1,,,,,,,,42,64,lifetime_reward,1
72,711,72,-8.071661949157715,1,,,,,,,,42,64,lifetime_reward,1
73,721,73,-16.190025329589844,1,,,,,,,,42,64,lifetime_reward,1
74,731,74,-15.873357772827148,1,,,,,,,,42,64,lifetime_reward,1
75,741,75,-5.982142448425293,1,,,,,,,,42,64,lifetime_reward,1
76,751,76,-13.287425994873047,1,,,,,,,,42,64,lifetime_reward,1
77,761,77,-15.92095947265625,1,,,,,,,,42,64,lifetime_reward,1
78,771,78,-14.725255966186523,1,,,,,,,,42,64,lifetime_reward,1
79,781,79,-12.219086647033691,1,,,,,,,,42,64,lifetime_reward,1
80,791,80,-14.472681045532227,1,,,,,,,,42,64,lifetime_reward,1
81,801,81,-10.058216094970703,1,,,,,,,,42,64,lifetime_reward,1
82,811,82,-10.820718765258789,1,,,,,,,,42,64,lifetime_reward,1
83,821,83,-14.460926055908203,1,,,,,,,,42,64,lifetime_reward,1
84,831,84,-9.29908561706543,1,,,,,,,,42,64,lifetime_reward,1
85,841,85,-14.688623428344727,1,,,,,,,,42,64,lifetime_reward,1
86,851,86,-8.070659637451172,1,,,,,,,,42,64,lifetime_reward,1
87,861,87,-15.099957466125488,1,,,,,,,,42,64,lifetime_reward,1
88,871,88,-3.487423896789551,1,,,,,,,,42,64,lifetime_reward,1
89,881,89,-15.401541709899902,1,,,,,,,,42,64,lifetime_reward,1
90,891,90,-9.686561584472656,1,,,,,,,,42,64,lifetime_reward,1
91,901,91,-16.173036575317383,1,,,,,,,,42,64,lifetime_reward,1
92,911,92,-2.5171754360198975,1,,,,,,,,42,64,lifetime_reward,1
93,921,93,-13.000823974609375,1,,,,,,,,42,64,lifetime_reward,1
94,931,94,-13.440292358398438,1,,,,,,,,42,64,lifetime_reward,1
95,941,95,-7.924925804138184,1,,,,,,,,42,64,lifetime_reward,1
96,951,96,-3.303454637527466,1,,,,,,,,42,64,lifetime_reward,1
97,961,97,-13.717619895935059,1,,,,,,,,42,64,lifetime_reward,1
98,971,98,-12.281171798706055,1,,,,,,,,42,64,lifetime_reward,1
99,981,99,-10.515313148498535,1,,,,,,,,42,64,lifetime_reward,1
100,991,100,-15.225545883178711,1,0.0029535479253267063,0.0028920442861180007,0.005158896514181267,8.434385444978464,5.690139985018232,0.2174339974895967,4.846312999725342,42,64,lifetime_reward,1
101,1001,101,-6.530065536499023,1,,,,,,,,42,64,lifetime_reward,1
102,1011,102,-11.391172409057617,1,,,,,,,,42,64,lifetime_reward,1
103,1021,103,-10.540227890014648,1,,,,,,,,42,64,lifetime_reward,1
104,1031,104,-12.451586723327637,1,,,,,,,,42,64,lifetime_reward,1
105,1041,105,-14.407217979431152,1,,,,,,,,42,64,lifetime_reward,1
106,1051,106,-4.62188720703125,1,,,,,,,,42,64,lifetime_reward,1
107,1061,107,-5.2032575607299805,1,,,,,,,,42,64,lifetime_reward,1
108,1071,108,-10.938620567321777,1,,,,,,,,42,64,lifetime_reward,1
109,1081,109,-15.664312362670898,1,,,,,,,,42,64,lifetime_reward,1
110,1091,110,-15.653558731079102,1,,,,,,,,42,64,lifetime_reward,1
111,1101,111,-13.675518035888672,1,,,,,,,,42,64,lifetime_reward,1
112,1111,112,-5.4276628494262695,1,,,,,,,,42,64,lifetime_reward,1
113,1121,113,-15.925005912780762,1,,,,,,,,42,64,lifetime_reward,1
114,1131,114,-11.916648864746094,1,,,,,,,,42,64,lifetime_reward,1
115,1141,115,-8.654838562011719,1,,,,,,,,42,64,lifetime_reward,1
