epoch,period,update_step,objective_train,train_points,test_euler_residual_mean,test_euler_residual_p50,test_euler_residual_p90,test_lifetime_reward_mean,aggregate_capital_mean,aggregate_capital_std,wall_time_sec,seed,net_size,objective_name,num_agents
1,1,1,0.9087607264518738,1,,,,,,,,42,64,euler,1
2,11,2,0.36051279306411743,1,,,,,,,,42,64,euler,1
3,21,3,0.21400028467178345,1,,,,,,,,42,64,euler,1
4,31,4,0.14803417026996613,1,,,,,,,,42,64,euler,1
5,41,5,0.11067607998847961,1,,,,,,,,42,64,euler,1
6,51,6,0.08366572111845016,1,,,,,,,,42,64,euler,1
7,61,7,0.10483896732330322,1,,,,,,,,42,64,euler,1
8,71,8,0.2777101397514343,1,,,,,,,,42,64,euler,1
9,81,9,0.005741208326071501,1,,,,,,,,42,64,euler,1
10,91,10,0.2734805643558502,1,,,,,,,,42,64,euler,1
11,101,11,0.30222225189208984,1,,,,,,,,42,64,euler,1
12,111,12,0.2601921558380127,1,,,,,,,,42,64,euler,1
13,121,13,0.19405107200145721,1,,,,,,,,42,64,euler,1
14,131,14,0.06517896056175232,1,,,,,,,,42,64,euler,1
15,141,15,0.21500413119792938,1,,,,,,,,42,64,euler,1
16,151,16,0.1904647797346115,1,,,,,,,,42,64,euler,1
17,161,17,0.06183614954352379,1,,,,,,,,42,64,euler,1
18,171,18,0.09306725859642029,1,,,,,,,,42,64,euler,1
19,181,19,0.10124560445547104,1,,,,,,,,42,64,euler,1
20,191,20,0.09221641719341278,1,,,,,,,,42,64,euler,1
21,201,21,0.06606972217559814,1,,,,,,,,42,64,euler,1
22,211,22,0.06204482913017273,1,,,,,,,,42,64,euler,1
23,221,23,0.08814674615859985,1,,,,,,,,42,64,euler,1
24,231,24,0.10024714469909668,1,,,,,,,,42,64,euler,1
25,241,25,0.08182083815336227,1,,,,,,,,42,64,euler,1
26,251,26,0.08346986025571823,1,,,,,,,,42,64,euler,1
27,261,27,0.08614694327116013,1,,,,,,,,42,64,euler,1
28,271,28,0.06073522940278053,1,,,,,,,,42,64,euler,1
29,281,29,0.06043911352753639,1,,,,,,,,42,64,euler,1
30,291,30,0.04554379731416702,1,,,,,,,,42,64,euler,1
31,301,31,0.03996064141392708,1,,,,,,,,42,64,euler,1
32,311,32,0.024898461997509003,1,,,,,,,,42,64,euler,1
33,321,33,0.05718065798282623,1,,,,,,,,42,64,euler,1
34,331,34,0.06369529664516449,1,,,,,,,,42,64,euler,1
35,341,35,0.06270536780357361,1,,,,,,,,42,64,euler,1
36,351,36,0.010970582254230976,1,,,,,,,,42,64,euler,1
37,361,37,0.05889115110039711,1,,,,,,,,42,64,euler,1
38,371,38,0.06312514841556549,1,,,,,,,,42,64,euler,1
39,381,39,0.06468460708856583,1,,,,,,,,42,64,euler,1
40,391,40,0.06684311479330063,1,,,,,,,,42,64,euler,1
41,401,41,0.05953243747353554,1,,,,,,,,42,64,euler,1
42,411,42,0.05635182932019234,1,,,,,,,,42,64,euler,1
43,421,43,0.05296780541539192,1,,,,,,,,42,64,euler,1
44,431,44,0.014485575258731842,1,,,,,,,,42,64,euler,1
45,441,45,0.04243217408657074,1,,,,,,,,42,64,euler,1
46,451,46,0.04656188189983368,1,,,,,,,,42,64,euler,1
47,461,47,0.03605470061302185,1,,,,,,,,42,64,euler,1
48,471,48,0.04512766748666763,1,,,,,,,,42,64,euler,1
49,481,49,0.02254057303071022,1,,,,,,,,42,64,euler,1
50,491,50,0.0348251536488533,1,,,,,,,,42,64,euler,1
51,501,51,0.03706323727965355,1,,,,,,,,42,64,euler,1
52,511,52,0.19351840019226074,1,,,,,,,,42,64,euler,1
53,521,53,0.0415802039206028,1,,,,,,,,42,64,euler,1
54,531,54,0.03591190278530121,1,,,,,,,,42,64,euler,1
55,541,55,0.016991034150123596,1,,,,,,,,42,64,euler,1
56,551,56,0.04015948995947838,1,,,,,,,,42,64,euler,1
57,561,57,0.025748522952198982,1,,,,,,,,42,64,euler,1
58,571,58,0.04217935726046562,1,,,,,,,,42,64,euler,1
59,581,59,0.001536488183774054,1,,,,,,,,42,64,euler,1
60,591,60,0.029453901574015617,1,,,,,,,,42,64,euler,1
61,601,61,0.04511423408985138,1,,,,,,,,42,64,euler,1
62,611,62,0.04674274101853371,1,,,,,,,,42,64,euler,1
63,621,63,0.022598883137106895,1,,,,,,,,42,64,euler,1
64,631,64,0.02356651984155178,1,,,,,,,,42,64,euler,1
65,641,65,0.03884927183389664,1,,,,,,,,42,64,euler,1
66,651,66,0.03289984166622162,1,,,,,,,,42,64,euler,1
67,661,67,0.03304184228181839,1,,,,,,,,42,64,euler,1
68,671,68,0.023503437638282776,1,,,,,,,,42,64,euler,1
69,681,69,0.03567882254719734,1,,,,,,,,42,64,euler,1
70,691,70,0.010612564161419868,1,,,,,,,,42,64,euler,1
71,701,71,0.03132570534944534,1,,,,,,,,42,64,euler,1
72,711,72,0.03168562427163124,1,,,,,,,,42,64,euler,1
73,721,73,0.029284736141562462,1,,,,,,,,42,64,euler,1
74,731,74,0.020550379529595375,1,,,,,,,,42,64,euler,1
75,741,75,0.010462865233421326,1,,,,,,,,42,64,euler,1
76,751,76,0.02651500329375267,1,,,,,,,,42,64,euler,1
77,761,77,0.02737630158662796,1,,,,,,,,42,64,euler,1
78,771,78,0.019929928705096245,1,,,,,,,,42,64,euler,1
79,781,79,0.02727486565709114,1,,,,,,,,42,64,euler,1
80,791,80,0.026070162653923035,1,,,,,,,,42,64,euler,1
81,801,81,0.01601244881749153,1,,,,,,,,42,64,euler,1
82,811,82,0.024315474554896355,1,,,,,,,,42,64,euler,1
83,821,83,0.018144657835364342,1,,,,,,,,42,64,euler,1
84,831,84,0.012954478152096272,1,,,,,,,,42,64,euler,1
85,841,85,0.025610053911805153,1,,,,,,,,42,64,euler,1
86,851,86,0.006080176215618849,1,,,,,,,,42,64,euler,1
87,861,87,0.01690639927983284,1,,,,,,,,42,64,euler,1
88,871,88,0.015615713782608509,1,,,,,,,,42,64,euler,1
89,881,89,0.025816742330789566,1,,,,,,,,42,64,euler,1
90,891,90,0.015843361616134644,1,,,,,,,,42,64,euler,1
91,901,91,0.02266167476773262,1,,,,,,,,42,64,euler,1
92,911,92,0.022371061146259308,1,,,,,,,,42,64,euler,1
93,921,93,0.004619915038347244,1,,,,,,,,42,64,euler,1
94,931,94,0.004654821008443832,1,,,,,,,,42,64,euler,1
95,941,95,0.024506649002432823,1,,,,,,,,42,64,euler,1
96,951,96,0.022635260596871376,1,,,,,,,,42,64,euler,1
97,961,97,0.023324141278862953,1,,,,,,,,42,64,euler,1
98,971,98,0.00900575052946806,1,,,,,,,,42,64,euler,1
99,981,99,0.014477699995040894,1,,,,,,,,42,64,euler,1
100,991,100,0.020702138543128967,1,0.06690778445518529,0.06685666104109445,0.07182674196191799,3.9409480652118063,2.4161915494897936,0.07795073891968905,0.2642850875854492,42,64,euler,1
